timestamp,set_temp,t1,t2,t3,relay_state
1437896521,25,22.38,20.19,19.88,1
1437896529,25,22.56,20.19,19.88,1
1437896537,25,22.5,20.19,19.94,1
1437896544,25,22.56,20.19,19.88,1
1437896552,25,22.5,20.19,19.88,1
1437896559,25,22.5,20.13,19.88,1
1437896567,25,22.5,20.19,19.88,1
1437896576,25,22.44,20.13,19.88,1
1437896583,25,22.44,20.13,19.88,1
1437896592,25,22.44,20.19,19.88,1
1437896599,20,22.44,20.13,19.88,0
1437896607,20,22.5,20.13,19.88,0
1437896614,20,22.5,20.13,19.88,0
1437896622,20,22.5,20.13,19.88,0
1437896629,20,22.44,20.13,19.88,0
1437896637,20,22.5,20.06,19.88,0
1437896644,20,22.44,20.13,19.88,0
1437896653,20,22.63,20.13,19.88,0
1437896660,20,22.5,20.19,19.88,0
1437896668,20,22.44,20.19,19.88,0
1437896677,20,22.31,20.19,19.88,0
1437896684,25,22.38,20.13,19.88,1
1437896692,25,22.44,20.19,19.81,1
1437896699,25,22.44,20.13,19.81,1
1437896707,25,22.56,20.13,19.81,1
1437896714,20,22.63,20.13,19.81,0
1437896722,20,22.69,20.13,19.75,0
1437896730,22,22.69,20.19,19.75,1
1437896738,22,22.75,20.13,19.75,1
1437896746,22,22.81,20.13,19.75,1
1437896754,22,22.81,20.19,19.75,1
1437896761,22,22.81,20.19,19.69,1
1437896769,22,22.75,20.19,19.75,1
1437896778,22,22.69,20.31,19.75,1
1437896785,22,22.75,20.44,19.75,1
1437896793,22,22.75,20.5,19.75,1
1437896800,22,22.75,20.63,19.75,1
1437896808,22,22.69,20.69,19.75,1
1437896815,22,22.63,20.81,19.81,1
1437896824,22,22.63,20.94,19.81,1
1437896831,22,22.63,21.06,19.81,0
1437896839,22,22.5,21.06,19.88,0
1437896847,22,22.44,21.38,19.88,0
1437896855,22,22.44,21.44,19.94,0
1437896862,22,22.44,21.56,20.0,0
1437896870,22,22.5,21.69,19.94,0
1437896878,22,22.56,21.69,20.0,0
1437896885,22,22.56,21.81,20.06,0
1437896894,22,22.56,21.88,20.06,0
1437896901,22,22.56,21.88,20.06,0
1437896909,22,22.5,21.88,20.13,0
1437896916,22,22.44,21.88,20.13,0
1437896924,22,22.38,21.88,20.13,0
1437896931,22,22.38,21.94,20.19,0
1437896939,22,22.25,21.88,20.19,0
1437896946,22,22.19,21.88,20.19,0
1437896954,22,22.06,21.88,20.19,0
1437896961,22,22.06,21.81,20.19,0
1437896969,22,22.06,21.88,20.25,0
1437896976,22,22.0,21.81,20.19,0
1437896985,22,22.06,21.81,20.25,0
1437896992,22,22.0,21.81,20.25,0
1437897000,22,22.0,21.75,20.25,0
1437897007,22,21.94,21.69,20.25,0
1437897015,22,21.94,21.69,20.25,0
1437897022,22,21.94,21.69,20.31,0
1437897030,22,21.94,21.63,20.31,0
1437897038,22,21.94,21.63,20.25,0
1437897046,22,21.88,21.56,20.25,0
1437897053,22,21.88,21.56,20.25,0
1437897061,22,21.94,21.5,20.31,0
1437897068,22,21.88,21.5,20.31,0
1437897076,22,21.88,21.44,20.31,0
1437897086,22,21.94,21.44,20.31,0
1437897093,22,21.94,21.44,20.31,0
1437897101,22,21.94,21.38,20.25,0
1437897109,22,21.94,21.38,20.31,0
1437897116,22,21.88,21.38,20.25,0
1437897124,22,21.94,21.31,20.31,0
1437897132,22,21.94,21.31,20.25,0
1437897139,22,21.94,21.25,20.25,0
1437897148,22,21.88,21.25,20.25,0
1437897157,22,21.81,21.19,20.31,0
1437897164,22,21.81,21.19,20.25,0
1437897172,22,21.88,21.19,20.25,0
1437897179,22,21.88,21.13,20.25,0
1437897187,22,21.88,21.13,20.25,0
1437897195,22,21.88,21.13,20.25,0
1437897202,22,21.94,21.06,20.25,0
1437897210,22,22.06,21.06,20.25,0
1437897217,22,22.06,21.0,20.25,1
1437897225,22,22.13,21.0,20.25,1
1437897232,22,22.13,21.0,20.19,1
1437897241,22,22.13,20.94,20.19,1
1437897248,22,22.13,21.0,20.19,1
1437897256,22,22.13,21.0,20.19,1
1437897264,22,22.19,21.0,20.19,1
1437897273,22,22.19,21.06,20.19,0
1437897280,22,22.19,21.13,20.19,0
1437897288,22,22.25,21.19,20.19,0
1437897296,22,22.19,21.19,20.19,0
1437897303,22,22.13,21.19,20.19,0
1437897311,22,22.13,21.44,20.25,0
1437897318,22,22.0,21.44,20.25,0
1437897326,22,22.0,21.5,20.25,0
1437897333,22,22.0,21.5,20.25,0
1437897341,22,21.94,21.56,20.25,0
1437897349,22,21.88,21.56,20.31,0
1437897357,22,21.88,21.56,20.31,0
1437897364,22,21.94,21.56,20.31,0
1437897372,22,22.0,21.56,20.31,0
1437897380,22,22.0,21.56,20.31,0
1437897388,22,22.0,21.56,20.31,0
1437897395,22,22.0,21.5,20.31,0
1437897403,22,22.0,21.5,20.31,0
1437897410,22,22.0,21.5,20.31,0
1437897418,22,22.13,21.5,20.31,0
1437897425,22,22.13,21.5,20.31,0
1437897433,22,22.19,21.5,20.31,0
1437897440,22,22.19,21.44,20.31,0
1437897448,22,22.19,21.44,20.31,0
1437897455,22,22.25,21.44,20.31,0
1437897463,22,22.25,21.44,20.31,0
1437897470,22,22.38,21.5,20.31,0
1437897478,22,22.44,21.56,20.38,0
1437897485,22,22.44,21.63,20.44,0
1437897493,22,22.44,21.69,20.44,0
1437897500,22,22.44,21.75,20.56,0
1437897508,22,22.38,21.88,20.69,0
1437897515,22,22.44,21.94,20.75,0
1437897523,22,22.44,22.06,20.75,0
1437897530,22,22.5,22.13,20.94,0
1437897538,22,22.56,22.25,20.94,0
1437897545,22,22.63,22.31,21.13,0
1437897553,22,22.69,22.44,21.19,0
1437897560,22,22.69,22.5,21.25,0
1437897569,22,22.69,22.63,21.38,0
1437897577,22,22.69,22.63,21.44,0
1437897585,22,22.69,22.75,21.5,0
1437897592,22,22.75,22.75,21.63,0
1437897600,22,22.75,22.94,21.69,0
1437897607,22,22.75,23.0,21.75,0
1437897615,22,22.81,23.06,21.75,0
1437897622,22,22.88,23.13,21.88,0
1437897630,22,22.88,23.19,21.94,0
1437897637,22,23.0,23.25,22.0,0
1437897645,22,23.0,23.31,22.0,0
1437897652,22,23.13,23.31,22.13,0
1437897660,22,23.06,23.38,22.13,0
1437897667,22,22.94,23.44,22.25,0
1437897675,22,23.0,23.5,22.25,0
1437897682,22,23.0,23.5,22.31,0
1437897690,22,23.0,23.56,22.38,0
1437897697,22,23.0,23.63,22.44,0
1437897705,22,23.06,23.63,22.5,0
1437897712,22,23.0,23.69,22.5,0
1437897720,22,22.94,23.69,22.56,0
1437897728,22,22.88,23.75,22.56,0
1437897736,22,22.75,23.75,22.63,0
1437897744,22,22.75,23.81,22.69,0
1437897752,22,22.81,23.88,22.75,0
1437897761,22,22.88,23.88,22.75,0
1437897769,22,22.88,23.88,22.81,0
1437897777,22,22.88,23.94,22.81,0
1437897784,22,22.94,23.94,22.88,0
1437897792,22,22.94,24.0,22.88,0
1437897799,22,22.94,24.0,22.94,0
1437897807,22,22.94,24.0,22.94,0
1437897815,22,22.94,24.0,23.0,0
1437897823,22,22.94,24.06,23.0,0
1437897830,22,22.88,24.06,23.0,0
1437897838,22,22.88,24.06,23.06,0
1437897845,22,22.88,24.06,23.06,0
1437897853,22,22.81,24.06,23.06,0
1437897860,22,22.81,24.13,23.06,0
1437897868,22,22.75,24.13,23.13,0
1437897875,22,22.75,24.13,23.13,0
1437897883,22,22.81,24.13,23.13,0
1437897890,22,22.81,24.19,23.19,0
1437897898,22,22.94,24.19,23.19,0
1437897905,22,22.88,24.19,23.19,0
1437897913,22,22.94,24.19,23.19,0
1437897920,22,22.94,24.19,23.25,0
1437897928,22,22.94,24.19,23.25,0
1437897935,22,22.88,24.19,23.25,0
1437897943,22,22.81,24.19,23.25,0
1437897950,22,22.75,24.19,23.25,0
1437897958,22,22.69,24.19,23.25,0
1437897965,22,22.75,24.19,23.31,0
1437897973,22,22.75,24.19,23.31,0
1437897980,22,22.75,24.25,23.31,0
1437897988,22,22.75,24.25,23.31,0
1437897995,22,22.75,24.25,23.31,0
1437898003,22,22.75,24.25,23.31,0
1437898010,22,22.75,24.25,23.31,0
1437898018,22,22.75,24.25,23.31,0
1437898025,22,22.81,24.25,23.31,0
1437898033,22,22.75,24.19,23.31,0
1437898040,22,22.75,24.25,23.31,0
1437898048,22,22.75,24.25,23.38,0
1437898055,22,22.81,24.19,23.38,0
1437898063,22,22.75,24.19,23.38,0
1437898070,22,22.75,24.25,23.38,0
1437898078,22,22.75,24.25,23.38,0
1437898085,22,22.69,24.19,23.38,0
1437898093,22,22.69,24.25,23.38,0
1437898100,22,22.75,24.19,23.38,0
1437898108,22,22.75,24.19,23.38,0
1437898115,22,22.75,24.25,23.38,0
1437898124,22,22.75,24.19,23.38,0
1437898131,22,22.75,24.19,23.38,0
1437898138,22,22.75,24.19,23.38,0
1437898146,22,22.75,24.19,23.38,0
1437898153,22,22.75,24.19,23.38,0
1437898161,22,22.75,24.19,23.38,0
1437898168,22,22.75,24.19,23.38,0
1437898176,22,22.75,24.19,23.38,0
1437898183,22,22.75,24.19,23.38,0
1437898191,22,22.81,24.19,23.38,0
1437898198,22,22.81,24.19,23.38,0
1437898206,22,22.81,24.19,23.38,0
1437898215,22,22.81,24.19,23.31,0
1437898222,22,22.81,24.13,23.38,0
1437898231,22,22.81,24.13,23.38,0
1437898238,22,22.81,24.13,23.38,0
1437898246,22,22.75,24.13,23.31,0
1437898253,22,22.75,24.13,23.31,0
1437898261,22,22.75,24.13,23.31,0
1437898269,22,22.75,24.13,23.31,0
1437898277,22,22.75,24.13,23.31,0
1437898285,22,22.75,24.13,23.31,0
1437898292,22,22.69,24.13,23.31,0
1437898300,22,22.69,24.06,23.31,0
1437898307,22,22.69,24.06,23.31,0
1437898315,22,22.69,24.06,23.31,0
1437898322,22,22.75,24.06,23.31,0
1437898331,22,22.75,24.06,23.31,0
1437898338,22,22.69,24.06,23.31,0
1437898346,22,22.69,24.0,23.25,0
1437898353,22,22.75,24.0,23.25,0
1437898361,22,22.75,24.0,23.25,0
1437898368,22,22.69,24.0,23.25,0
1437898376,22,22.75,24.0,23.25,0
1437898383,22,22.75,24.0,23.25,0
1437898391,22,22.69,24.0,23.25,0
1437898398,22,22.75,24.0,23.25,0
1437898406,22,22.75,23.94,23.25,0
1437898413,22,22.69,23.94,23.25,0
1437898422,22,22.69,23.94,23.25,0
1437898429,22,22.69,23.94,23.25,0
1437898437,22,22.69,23.94,23.19,0
1437898444,22,22.69,23.94,23.19,0
1437898452,22,22.63,23.94,23.19,0
1437898459,22,22.63,23.94,23.19,0
1437898467,22,22.69,23.88,23.19,0
1437898474,22,22.69,23.88,23.19,0
1437898483,22,22.69,23.88,23.19,0
1437898490,22,22.63,23.88,23.19,0
1437898498,22,22.69,23.88,23.19,0
1437898505,22,22.63,23.88,23.13,0
1437898513,22,22.63,23.88,23.19,0
1437898520,22,22.63,23.81,23.13,0
1437898528,22,22.63,23.81,23.13,0
1437898536,22,22.69,23.81,23.13,0
1437898544,22,22.69,23.81,23.13,0
1437898551,22,22.69,23.81,23.13,0
1437898560,22,22.69,23.81,23.13,0
1437898568,22,22.69,23.81,23.13,0
1437898575,22,22.69,23.75,23.13,0
1437898583,22,22.69,23.75,23.13,0
1437898591,22,22.63,23.75,23.06,0
1437898600,22,22.63,23.75,23.06,0
1437898607,22,22.63,23.75,23.06,0
1437898615,22,22.56,23.75,23.06,0
1437898623,22,22.56,23.75,23.06,0
1437898632,22,22.56,23.75,23.0,0
1437898640,22,22.56,23.75,23.06,0
1437898648,22,22.56,23.75,23.06,0
1437898656,22,22.56,23.69,23.0,0
1437898663,22,22.56,23.69,23.0,0
1437898671,22,22.56,23.69,23.0,0
1437898679,22,22.56,23.69,23.0,0
1437898686,22,22.63,23.69,23.0,0
1437898694,22,22.63,23.69,23.0,0
1437898701,22,22.63,23.63,22.94,0
1437898709,22,22.56,23.63,23.0,0
1437898718,22,22.56,23.63,23.0,0
1437898726,22,22.56,23.63,23.0,0
1437898733,22,22.56,23.63,22.94,0
1437898741,22,22.56,23.63,22.94,0
1437898748,22,22.56,23.63,22.94,0
1437898756,22,22.56,23.56,22.94,0
1437898763,22,22.63,23.56,22.94,0
1437898771,22,22.56,23.56,22.94,0
1437898778,22,22.56,23.56,22.94,0
1437898786,22,22.56,23.56,22.94,0
1437898793,22,22.56,23.56,22.94,0
1437898801,22,22.63,23.56,22.94,0
1437898809,22,22.63,23.56,22.88,0
1437898817,22,22.63,23.56,22.88,0
1437898824,22,22.63,23.56,22.88,0
1437898832,22,22.56,23.5,22.88,0
1437898840,22,22.56,23.5,22.88,0
1437898848,22,22.56,23.5,22.88,0
1437898856,22,22.5,23.5,22.88,0
1437898863,22,22.5,23.5,22.88,0
1437898871,22,22.5,23.5,22.88,0
1437898878,22,22.5,23.5,22.88,0
1437898886,22,22.5,23.44,22.88,0
1437898893,22,22.44,23.44,22.81,0
1437898901,22,22.44,23.44,22.81,0
1437898908,22,22.5,23.44,22.81,0
1437898916,22,22.5,23.44,22.81,0
1437898923,22,22.44,23.44,22.81,0
1437898931,22,22.5,23.44,22.81,0
1437898938,22,22.5,23.44,22.81,0
1437898947,22,22.5,23.44,22.81,0
1437898954,22,22.5,23.38,22.75,0
1437898962,22,22.56,23.38,22.81,0
1437898970,22,22.56,23.38,22.75,0
1437898978,22,22.56,23.38,22.75,0
1437898985,22,22.5,23.38,22.75,0
1437898993,22,22.5,23.38,22.75,0
1437899000,22,22.5,23.38,22.75,0
1437899008,22,22.5,23.31,22.75,0
1437899015,22,22.56,23.38,22.75,0
1437899023,22,22.5,23.31,22.75,0
1437899030,22,22.5,23.31,22.75,0
1437899038,22,22.5,23.31,22.75,0
1437899045,22,22.5,23.31,22.75,0
1437899053,22,22.5,23.31,22.69,0
1437899060,22,22.5,23.31,22.69,0
1437899068,22,22.5,23.31,22.69,0
1437899075,22,22.5,23.25,22.69,0
1437899083,22,22.44,23.31,22.69,0
1437899090,22,22.5,23.25,22.69,0
1437899098,22,22.5,23.25,22.69,0
1437899105,22,22.5,23.25,22.69,0
1437899113,22,22.5,23.25,22.69,0
1437899120,22,22.44,23.25,22.63,0
1437899128,22,22.44,23.25,22.69,0
1437899135,22,22.44,23.25,22.69,0
1437899143,22,22.5,23.25,22.63,0
1437899150,22,22.44,23.25,22.63,0
1437899158,22,22.5,23.25,22.63,0
1437899166,22,22.5,23.25,22.63,0
1437899174,22,22.44,23.19,22.63,0
1437899181,22,22.44,23.19,22.63,0
1437899190,22,22.44,23.19,22.63,0
1437899197,22,22.44,23.19,22.63,0
1437899205,22,22.44,23.19,22.63,0
1437899212,22,22.44,23.19,22.56,0
1437899220,22,22.44,23.19,22.56,0
1437899227,22,22.44,23.19,22.56,0
1437899235,22,22.44,23.13,22.63,0
1437899242,22,22.44,23.13,22.56,0
1437899250,22,22.44,23.13,22.56,0
1437899258,22,22.44,23.13,22.56,0
1437899265,22,22.44,23.13,22.56,0
1437899273,22,22.44,23.13,22.56,0
1437899281,22,22.38,23.13,22.56,0
1437899288,22,22.44,23.13,22.56,0
1437899296,22,22.44,23.13,22.56,0
1437899304,22,22.44,23.06,22.56,0
1437899312,22,22.44,23.06,22.5,0
1437899320,22,22.44,23.06,22.5,0
1437899327,22,22.44,23.06,22.5,0
1437899335,22,22.44,23.06,22.56,0
1437899343,22,22.44,23.06,22.5,0
1437899352,22,22.44,23.06,22.5,0
1437899360,22,22.44,23.06,22.5,0
1437899368,22,22.44,23.06,22.5,0
1437899376,22,22.38,23.06,22.5,0
1437899383,22,22.38,23.06,22.5,0
1437899391,22,22.38,23.06,22.5,0
1437899398,22,22.38,23.06,22.5,0
1437899406,22,22.38,23.0,22.44,0
1437899413,22,22.38,23.0,22.44,0
1437899421,22,22.38,23.0,22.44,0
1437899429,22,22.38,23.0,22.5,0
1437899437,22,22.38,23.0,22.44,0
1437899444,22,22.38,23.0,22.44,0
1437899452,22,22.38,23.0,22.44,0
1437899460,22,22.44,23.0,22.44,0
1437899467,22,22.44,23.0,22.44,0
1437899475,22,22.44,23.0,22.44,0
1437899482,22,22.38,23.0,22.44,0
1437899490,22,22.44,22.94,22.44,0
1437899497,22,22.38,22.94,22.44,0
1437899505,22,22.44,22.94,22.44,0
1437899513,22,22.38,22.94,22.38,0
1437899521,22,22.38,22.94,22.44,0
1437899528,22,22.38,22.94,22.44,0
1437899537,22,22.44,22.94,22.38,0
1437899544,22,22.38,22.94,22.38,0
1437899552,22,22.38,22.94,22.38,0
1437899559,22,22.44,22.94,22.38,0
1437899567,22,22.44,22.94,22.38,0
1437899574,22,22.44,22.94,22.38,0
1437899582,22,22.38,22.94,22.38,0
1437899589,22,22.38,22.88,22.38,0
1437899598,22,22.44,22.94,22.38,0
1437899605,22,22.44,22.88,22.31,0
1437899613,22,22.44,22.88,22.38,0
1437899620,22,22.38,22.88,22.38,0
1437899628,22,22.38,22.88,22.38,0
1437899635,22,22.38,22.88,22.31,0
1437899643,22,22.38,22.88,22.31,0
1437899650,22,22.38,22.88,22.31,0
1437899658,22,22.38,22.88,22.31,0
1437899666,22,22.38,22.88,22.31,0
1437899673,22,22.38,22.81,22.31,0
1437899681,22,22.38,22.81,22.31,0
1437899689,22,22.38,22.81,22.31,0
1437899696,22,22.38,22.88,22.31,0
1437899704,22,22.38,22.81,22.31,0
1437899711,22,22.38,22.81,22.31,0
1437899719,22,22.38,22.81,22.31,0
1437899726,22,22.38,22.81,22.25,0
1437899734,22,22.38,22.81,22.25,0
1437899741,22,22.38,22.81,22.25,0
1437899749,22,22.38,22.81,22.31,0
1437899756,22,22.38,22.81,22.25,0
1437899764,22,22.31,22.81,22.25,0
1437899771,22,22.38,22.75,22.25,0
1437899779,22,22.31,22.75,22.25,0
1437899787,22,22.38,22.81,22.25,0
1437899794,22,22.38,22.75,22.25,0
1437899802,22,22.38,22.75,22.25,0
1437899809,22,22.38,22.75,22.25,0
1437899817,22,22.38,22.75,22.25,0
1437899825,22,22.38,22.75,22.25,0
1437899833,22,22.38,22.75,22.25,0
1437899841,22,22.38,22.75,22.25,0
1437899849,22,22.38,22.75,22.19,0
1437899857,22,22.38,22.69,22.25,0
1437899865,22,22.31,22.69,22.19,0
1437899872,22,22.31,22.75,22.25,0
1437899880,22,22.31,22.69,22.25,0
1437899887,22,22.31,22.69,22.19,0
1437899895,22,22.31,22.69,22.19,0
1437899902,22,22.31,22.69,22.19,0
1437899910,22,22.31,22.69,22.19,0
1437899917,22,22.31,22.69,22.19,0
1437899925,22,22.31,22.69,22.19,0
1437899933,22,22.31,22.69,22.19,0
1437899942,22,22.31,22.69,22.19,0
1437899950,22,22.31,22.69,22.19,0
1437899957,22,22.31,22.69,22.19,0
1437899965,22,22.31,22.69,22.13,0
1437899972,22,22.31,22.69,22.19,0
1437899980,22,22.31,22.63,22.19,0
1437899987,22,22.31,22.63,22.19,0
1437899995,22,22.31,22.69,22.19,0
1437900003,22,22.31,22.69,22.19,0
1437900011,22,22.31,22.63,22.13,0
1437900019,22,22.31,22.63,22.13,0
1437900026,22,22.31,22.63,22.13,0
1437900034,22,22.38,22.63,22.13,0
1437900041,22,22.31,22.63,22.13,0
1437900049,22,22.31,22.63,22.13,0
1437900056,22,22.31,22.63,22.13,0
1437900064,22,22.31,22.63,22.13,0
1437900071,22,22.31,22.63,22.13,0
1437900079,22,22.38,22.63,22.13,0
1437900086,22,22.31,22.63,22.13,0
1437900094,22,22.31,22.63,22.13,0
1437900102,22,22.31,22.56,22.13,0
1437900110,22,22.31,22.56,22.06,0
1437900117,22,22.31,22.56,22.13,0
1437900125,22,22.31,22.56,22.13,0
1437900132,22,22.31,22.56,22.06,0
1437900140,22,22.31,22.56,22.06,0
1437900147,22,22.31,22.56,22.06,0
1437900155,22,22.31,22.56,22.06,0
1437900163,22,22.31,22.56,22.06,0
1437900171,22,22.31,22.56,22.06,0
1437900178,22,22.31,22.56,22.06,0
1437900187,22,22.31,22.56,22.06,0
1437900194,22,22.31,22.56,22.06,0
1437900202,22,22.31,22.56,22.06,0
1437900209,22,22.31,22.56,22.06,0
1437900217,22,22.31,22.56,22.06,0
1437900225,22,22.31,22.56,22.06,0
1437900232,22,22.31,22.5,22.06,0
1437900240,22,22.31,22.5,22.06,0
1437900248,22,22.31,22.5,22.06,0
1437900255,22,22.25,22.5,22.06,0
1437900263,22,22.25,22.5,22.0,0
1437900270,22,22.31,22.5,22.0,0
1437900278,22,22.25,22.5,22.06,0
1437900286,22,22.25,22.5,22.0,0
1437900293,22,22.25,22.5,22.0,0
1437900301,22,22.25,22.5,22.0,0
1437900308,22,22.25,22.5,22.0,0
1437900316,22,22.25,22.5,22.0,0
1437900323,22,22.25,22.5,22.0,0
1437900331,22,22.25,22.44,22.0,0
1437900338,22,22.25,22.44,22.0,0
1437900347,22,22.25,22.44,22.0,0
1437900354,22,22.25,22.44,22.0,0
1437900362,22,22.25,22.44,22.0,0
1437900369,22,22.25,22.44,22.0,0
1437900377,22,22.25,22.44,22.0,0
1437900384,22,22.25,22.44,21.94,0
1437900392,22,22.25,22.44,21.94,0
1437900400,22,22.25,22.44,22.0,0
1437900408,22,22.25,22.44,21.94,0
1437900415,22,22.31,22.44,21.94,0
1437900423,22,22.31,22.44,21.94,0
1437900430,22,22.31,22.44,21.94,0
1437900438,22,22.31,22.44,21.94,0
1437900445,22,22.31,22.38,21.94,0
1437900453,22,22.38,22.44,21.94,0
1437900459,22,22.38,22.38,21.94,0
1437900468,22,22.31,22.44,21.94,0
1437900476,22,22.31,22.38,21.94,0
1437900484,22,22.31,22.38,21.94,0
1437900492,22,22.31,22.38,21.94,0
1437900499,22,22.31,22.38,21.94,0
1437900507,22,22.31,22.38,21.94,0
1437900515,22,22.31,22.38,21.94,0
1437900522,22,22.31,22.38,21.94,0
1437900530,22,22.31,22.38,21.94,0
1437900537,22,22.31,22.38,21.94,0
1437900545,22,22.25,22.38,21.94,0
1437900552,22,22.25,22.38,21.88,0
1437900560,22,22.25,22.38,21.88,0
1437900567,22,22.25,22.38,21.88,0
1437900575,22,22.25,22.38,21.88,0
1437900583,22,22.25,22.31,21.88,0
1437900590,22,22.25,22.31,21.88,0
1437900598,22,22.25,22.31,21.88,0
1437900605,22,22.25,22.31,21.88,0
1437900613,22,22.25,22.31,21.88,0
1437900620,22,22.25,22.31,21.88,0
1437900628,22,22.25,22.31,21.88,0
1437900636,22,22.25,22.31,21.88,0
1437900643,22,22.31,22.31,21.88,0
1437900651,22,22.31,22.31,21.81,0
1437900659,22,22.25,22.31,21.88,0
1437900666,22,22.25,22.31,21.88,0
1437900674,22,22.25,22.31,21.81,0
1437900681,22,22.25,22.31,21.88,0
1437900690,22,22.25,22.31,21.88,0
1437900699,22,22.25,22.31,21.88,0
1437900706,22,22.25,22.31,21.88,0
1437900714,22,22.25,22.31,21.88,0
1437900722,22,22.25,22.31,21.81,0
1437900729,22,22.19,22.25,21.81,0
1437900737,22,22.25,22.25,21.81,0
1437900744,22,22.25,22.25,21.81,0
1437900752,22,22.25,22.25,21.81,0
1437900759,22,22.25,22.25,21.81,0
1437900767,22,22.25,22.25,21.81,0
1437900774,22,22.25,22.25,21.81,0
1437900782,22,22.25,22.25,21.81,0
1437900789,22,22.25,22.25,21.81,0
1437900797,22,22.25,22.25,21.81,0
1437900805,22,22.25,22.25,21.81,0
1437900813,22,22.25,22.25,21.81,0
1437900822,22,22.25,22.25,21.81,0
1437900829,22,22.25,22.25,21.81,0
1437900837,22,22.25,22.25,21.81,0
1437900844,22,22.25,22.25,21.81,0
1437900852,22,22.25,22.25,21.81,0
1437900860,22,22.25,22.19,21.75,0
1437900867,22,22.25,22.25,21.75,0
1437900875,22,22.25,22.19,21.75,0
1437900882,22,22.25,22.19,21.75,0
1437900890,22,22.25,22.19,21.75,0
1437900898,22,22.25,22.19,21.75,0
1437900906,22,22.25,22.19,21.75,0
1437900913,22,22.25,22.19,21.75,0
1437900921,22,22.25,22.19,21.75,0
1437900928,22,22.19,22.19,21.75,0
1437900936,22,22.25,22.19,21.75,0
1437900943,22,22.25,22.19,21.75,0
1437900951,22,22.25,22.19,21.75,0
1437900958,22,22.25,22.19,21.75,0
1437900966,22,22.25,22.19,21.75,0
1437900974,22,22.25,22.19,21.75,0
1437900982,22,22.19,22.19,21.75,0
1437900989,22,22.19,22.13,21.75,0
1437900997,22,22.25,22.19,21.75,0
1437901004,22,22.25,22.13,21.69,0
1437901012,22,22.25,22.13,21.75,0
1437901019,22,22.25,22.13,21.75,0
1437901027,22,22.25,22.13,21.75,0
1437901035,22,22.25,22.13,21.69,0
1437901044,22,22.25,22.13,21.75,0
1437901051,22,22.25,22.13,21.69,0
1437901059,22,22.25,22.13,21.69,0
1437901066,22,22.25,22.13,21.69,0
1437901074,22,22.25,22.13,21.69,0
1437901081,22,22.25,22.13,21.69,0
1437901089,22,22.25,22.13,21.69,0
1437901096,22,22.25,22.13,21.69,0
1437901104,22,22.25,22.13,21.69,0
1437901111,22,22.25,22.13,21.69,0
1437901119,22,22.25,22.13,21.69,0
1437901126,22,22.19,22.13,21.69,0
1437901134,22,22.25,22.13,21.69,0
1437901141,22,22.25,22.13,21.69,0
1437901149,22,22.19,22.13,21.63,0
1437901156,22,22.25,22.06,21.69,0
1437901164,22,22.19,22.06,21.69,0
1437901171,22,22.25,22.06,21.69,0
1437901179,22,22.19,22.06,21.69,0
1437901186,22,22.19,22.06,21.69,0
1437901194,22,22.25,22.06,21.69,0
1437901202,22,22.25,22.06,21.69,0
1437901210,22,22.25,22.06,21.69,0
1437901219,22,22.25,22.06,21.69,0
1437901226,22,22.25,22.06,21.69,0
1437901234,22,22.25,22.06,21.63,0
1437901241,22,22.25,22.06,21.69,0
1437901249,22,22.25,22.06,21.69,0
1437901256,22,22.19,22.06,21.63,0
1437901264,22,22.19,22.06,21.63,0
1437901271,22,22.25,22.06,21.63,0
1437901279,22,22.25,22.0,21.63,0
1437901287,22,22.25,22.0,21.63,0
1437901295,22,22.25,22.0,21.63,0
1437901302,22,22.19,22.06,21.63,0
1437901310,22,22.19,22.06,21.63,0
1437901317,22,22.19,22.0,21.63,0
1437901325,22,22.19,22.0,21.63,0
1437901333,22,22.19,22.06,21.63,0
1437901341,22,22.19,22.0,21.63,0
1437901348,22,22.19,22.0,21.63,0
1437901356,22,22.19,22.0,21.56,0
1437901363,22,22.19,22.0,21.63,0
1437901371,22,22.19,22.0,21.63,0
1437901380,22,22.19,22.0,21.56,0
1437901387,22,22.19,22.0,21.56,0
1437901396,22,22.19,22.0,21.63,0
1437901403,22,22.19,22.0,21.56,0
1437901411,22,22.19,22.0,21.56,0
1437901418,22,22.19,22.0,21.56,0
1437901426,22,22.25,22.0,21.56,0
1437901433,22,22.31,22.0,21.56,0
1437901441,22,22.25,22.0,21.56,0
1437901448,22,22.25,22.0,21.56,0
1437901456,22,22.25,21.94,21.56,0
1437901463,22,22.25,21.94,21.56,0
1437901471,22,22.25,21.94,21.56,0
1437901478,22,22.25,21.94,21.56,0
1437901487,22,22.25,22.0,21.56,0
1437901494,22,22.25,21.94,21.56,0
1437901502,22,22.25,21.94,21.56,0
1437901509,22,22.25,21.94,21.56,0
1437901517,22,22.25,21.94,21.56,0
1437901525,22,22.25,21.94,21.56,0
1437901533,22,22.25,21.94,21.5,0
1437901542,22,22.25,21.94,21.56,0
1437901549,22,22.19,21.94,21.56,0
1437901558,22,22.19,21.94,21.56,0
1437901565,22,22.19,21.94,21.56,0
1437901573,22,22.19,21.94,21.5,0
1437901580,22,22.19,21.94,21.5,0
1437901588,22,22.19,21.94,21.56,0
1437901595,22,22.13,21.94,21.56,0
1437901603,22,22.13,21.94,21.5,0
1437901610,22,22.13,21.94,21.5,0
